iter	Logloss
196	0.3314373914
197	0.3311114262
198	0.3304716465
199	0.3300999858
200	0.3297983317
201	0.329343158
202	0.3290923284
203	0.3287391528
204	0.3285047123
205	0.3281305212
206	0.3279164656
207	0.3277092374
208	0.3273418852
209	0.3269862181
210	0.326688653
211	0.3261284998
212	0.3258593766
213	0.3253226665
214	0.3251080395
215	0.3247439876
216	0.324411154
217	0.3240387112
218	0.3238556597
219	0.3235132266
220	0.3232432239
221	0.3229010768
222	0.3226876753
223	0.3223636988
224	0.3220794088
225	0.321806737
226	0.3215178848
227	0.3212908608
228	0.3209544004
229	0.3204552484
230	0.3200289781
231	0.3196875771
232	0.3193069562
233	0.318993874
234	0.3186287341
235	0.3182894277
236	0.3180965262
237	0.3178389316
238	0.3176502855
239	0.3173648863
240	0.3170643073
241	0.3167173568
242	0.3164215757
243	0.3160443444
244	0.3158296282
245	0.3156046401
246	0.3153456989
247	0.3150963323
248	0.3149049212
249	0.3146514695
250	0.3144244619
251	0.3142164108
252	0.3139120164
253	0.3136687086
254	0.3134842788
255	0.3131154406
256	0.3128022996
257	0.3125318246
258	0.311918586
259	0.3117024778
260	0.3115120553
261	0.3113472957
262	0.3111804847
263	0.3108579813
264	0.3105731445
265	0.3104181435
266	0.3102211363
267	0.3100181857
268	0.3097449729
269	0.3095521733
270	0.3093844584
271	0.3092020437
272	0.3088580021
273	0.3086170897
274	0.308217237
275	0.3079611927
276	0.3075064665
277	0.30722729
278	0.3069259191
279	0.3067273131
280	0.3064818709
281	0.3062456292
282	0.3060316861
283	0.3058577716
284	0.3056892844
285	0.3054128721
286	0.3052053814
287	0.3049644617
288	0.3047581223
289	0.3044906444
290	0.3043110649
291	0.303696317
292	0.3031603185
293	0.3028932228
294	0.3026746944
295	0.3024856615
296	0.3022272049
297	0.3020446508
298	0.3015739825
299	0.3013314493
300	0.3010355639
301	0.3008296576
302	0.3005303378
303	0.300302974
304	0.3001266851
305	0.2997886785
306	0.2992771382
307	0.2989651148
308	0.2988036924
309	0.2985444099
310	0.2983128112
311	0.2979881959
312	0.2977721647
313	0.2975553612
314	0.2973025897
315	0.2970983072
316	0.2968841392
317	0.2965339173
318	0.2963199791
319	0.2960163879
320	0.2958920626
321	0.2956220828
322	0.2954511872
323	0.2952363342
324	0.2950260761
325	0.2947797063
326	0.2946372487
327	0.2942771287
328	0.2940437148
329	0.2937847959
330	0.293514012
331	0.2933472283
332	0.2931092323
333	0.2926043319
334	0.2923346059
335	0.2921299063
336	0.291538568
337	0.2913462423
338	0.2911877062
339	0.2909967064
340	0.2908213652
341	0.2906085798
342	0.2904082438
343	0.2902058289
344	0.2900131892
345	0.2898638968
346	0.2896165655
347	0.2893806517
348	0.2890963837
349	0.2889296128
350	0.2883729378
351	0.2881857688
352	0.2879888728
353	0.2878609565
354	0.2876190688
355	0.2874426296
356	0.2872416907
357	0.2869881263
358	0.2868198851
359	0.2866201507
360	0.2863614211
361	0.2859434434
362	0.2857678534
363	0.2856256844
364	0.2854296978
365	0.2852266574
366	0.2849869646
367	0.2848185952
368	0.2846477324
369	0.2844984916
370	0.2842420619
371	0.2840356344
372	0.2838681928
373	0.2834043689
374	0.2830506638
375	0.282821004
376	0.282506692
377	0.2821622901
378	0.2819447652
379	0.2817809734
380	0.2815043212
381	0.2811460509
382	0.2809452912
383	0.280594706
384	0.2804553393
385	0.2801508323
386	0.2799785071
387	0.2797386559
388	0.2794585323
389	0.2792784274
390	0.2790943108
391	0.2787961938
392	0.2785236119
393	0.2783399745
394	0.2781951648
395	0.2779689678
396	0.2778077906
397	0.2776847969
398	0.2774680056
399	0.2773018282
400	0.2769626056
401	0.2766658279
402	0.2765028401
403	0.2763485657
404	0.2762124287
405	0.2758098901
406	0.275568321
407	0.2753250247
408	0.2751002639
409	0.2748595189
410	0.2747046694
411	0.2745019162
412	0.2743044858
413	0.274132055
414	0.273994057
415	0.2737759569
416	0.273554697
417	0.2733842919
418	0.2732482792
419	0.2731429135
420	0.272928824
421	0.2727510686
422	0.2725740974
423	0.2723970056
424	0.2722256734
425	0.2720960111
426	0.2719427821
427	0.2718081045
428	0.2715692762
429	0.2714172757
430	0.2712659405
431	0.2711166004
432	0.2709475688
433	0.2708015055
434	0.2705676614
435	0.2703902466
436	0.2701352144
437	0.2699457865
438	0.2697980145
439	0.2695550393
440	0.2693935659
441	0.2692387253
442	0.2690543292
443	0.2688643376
444	0.2687237038
445	0.268575989
446	0.2684023093
447	0.2682431471
448	0.2679912658
449	0.2678325285
450	0.2675852789
451	0.2672622407
452	0.2671435157
453	0.2669370036
454	0.2666761484
455	0.2665215887
456	0.2663136198
457	0.2661663267
458	0.2659646711
459	0.2658381153
460	0.2657022729
461	0.2655827077
462	0.2654508921
463	0.2652329913
464	0.2651590496
465	0.2650322948
466	0.2648341296
467	0.2646223086
468	0.2644987356
469	0.264381482
470	0.2642437341
471	0.2640821542
472	0.2639218442
473	0.2637176142
474	0.2635727502
475	0.2634160227
476	0.2632776645
477	0.2631196364
478	0.2629239523
479	0.262792283
480	0.2626571581
481	0.2624758567
482	0.2623959089
483	0.2622371834
484	0.2620662845
485	0.2619024796
486	0.2617807058
487	0.2615977886
488	0.2614120908
489	0.2611769754
490	0.2610339746
491	0.2608915332
492	0.260682276
493	0.2605264516
494	0.2603608543
495	0.2602882505
496	0.2600534974
497	0.2598814667
498	0.259667153
499	0.2594864037
500	0.2593195984
501	0.2591794425
502	0.2590395031
503	0.2588960082
504	0.2586972669
505	0.2584911507
506	0.258362434
507	0.2581937368
508	0.2580306532
509	0.2579171344
510	0.2578032191
511	0.2576353268
512	0.2574215489
513	0.2572266185
514	0.2570962481
515	0.2569936957
516	0.256835314
517	0.2566690007
518	0.2564703301
519	0.2563303069
520	0.2560272341
521	0.2558498985
522	0.255716737
523	0.2555555875
524	0.2554152104
525	0.2552152265
526	0.2550173531
527	0.2548202841
528	0.2546928677
529	0.2545181527
530	0.2542850751
531	0.2541213512
532	0.2539534691
533	0.2537999811
534	0.2536254921
535	0.2534726777
536	0.2533652827
537	0.2531653556
538	0.2530465914
539	0.2529372287
540	0.2527862578
541	0.2526924038
542	0.2525644328
543	0.2524101176
544	0.2522639178
545	0.252124328
546	0.2519685423
547	0.2518509439
548	0.251726217
549	0.2515735592
550	0.2514344823
551	0.2512714762
552	0.2511468374
553	0.2510197107
554	0.250836645
555	0.2507230955
556	0.2504600745
557	0.2503161269
558	0.2501412514
559	0.2500532866
560	0.2498690598
561	0.249756855
562	0.2496546574
563	0.2495160027
564	0.2493254434
565	0.2492242651
566	0.2491200162
567	0.2489417395
568	0.2487474068
569	0.2486218386
570	0.2484679668
571	0.2482282209
572	0.2480374116
573	0.2478896612
574	0.2476609365
575	0.2475113017
576	0.2473994571
577	0.2472385692
578	0.2471388685
579	0.2469831098
580	0.2468579993
581	0.2467452035
582	0.2465999318
583	0.2463966711
584	0.2462914132
585	0.2461155722
586	0.24597494
587	0.2458107266
588	0.2455343478
589	0.2452855394
590	0.2451460482
591	0.2449386185
592	0.2448351422
593	0.2447294604
594	0.2446684013
595	0.244549246
596	0.2443784176
597	0.2442207203
598	0.2440839599
599	0.2439079469
600	0.2438138698
601	0.2437159013
602	0.2436335261
603	0.2435090881
604	0.2434290642
605	0.2432941979
606	0.2431502012
607	0.242994003
608	0.2428423698
609	0.2426926712
610	0.2425653776
611	0.2424523076
612	0.2422969452
613	0.2421904334
614	0.2420966199
615	0.2419732474
616	0.2418104295
617	0.2416601899
618	0.2415720602
619	0.241505493
620	0.2413581442
621	0.2411629931
622	0.2410471847
623	0.2408668446
624	0.2407309198
625	0.240627713
626	0.2405362882
627	0.2404368447
628	0.240319531
629	0.2402016939
630	0.2400790606
631	0.2399291115
632	0.2398152493
633	0.2396715978
634	0.2395016714
635	0.2393404045
636	0.2392168579
637	0.2391138101
638	0.2390131924
639	0.2389035605
640	0.2387766338
641	0.2386371038
642	0.2384667353
643	0.2383035241
644	0.2381524133
645	0.238040887
646	0.2379201463
647	0.2378136014
648	0.2376554931
649	0.2375704195
650	0.2374474492
651	0.2373286629
652	0.2372511654
653	0.2369724831
654	0.2368098634
655	0.2366811269
656	0.236553625
657	0.2364686807
658	0.2363436188
659	0.2362288677
660	0.2361420389
661	0.2360143772
662	0.235925012
663	0.2357892402
664	0.2356582855
665	0.2355559126
666	0.2354365284
667	0.2353471748
668	0.2352859794
669	0.2351175562
670	0.2350053651
671	0.2348897935
672	0.2347619707
673	0.2346229812
674	0.2344767629
675	0.2343563905
676	0.2342537315
677	0.2341634123
678	0.2340861412
679	0.2339954824
680	0.2338449071
681	0.2337433276
682	0.233490653
683	0.2333977183
684	0.2332697195
685	0.2331546876
686	0.2330976587
687	0.2330003842
688	0.2329051308
689	0.2328182518
690	0.2327180901
691	0.2326351757
692	0.2325615221
693	0.2324745486
694	0.2323868261
695	0.2322423592
696	0.2319879616
697	0.2318674506
698	0.2317314538
699	0.2316416089
700	0.2315626315
701	0.2314613588
702	0.2313826514
703	0.2312867779
704	0.2311455031
705	0.2310714517
706	0.2309470751
707	0.2308409044
708	0.2307486079
709	0.2306649126
710	0.2305586617
711	0.2304611324
712	0.2303435069
713	0.2302422198
714	0.23015989
715	0.230111989
716	0.2300099849
717	0.2299068413
718	0.2297924687
719	0.2296673567
720	0.2295002685
721	0.2293643818
722	0.2292116808
723	0.2289838744
724	0.2288161735
725	0.2286771315
726	0.2285698303
727	0.2284945229
728	0.228365021
729	0.2282467076
730	0.2279709926
731	0.2278625994
732	0.2277699325
733	0.2276788568
734	0.2275408156
735	0.227396986
736	0.2273223585
737	0.2272601966
738	0.2271392517
739	0.2270272706
740	0.2269320026
741	0.2268774982
742	0.2266616509
743	0.2265817447
744	0.2264886312
745	0.2263050457
746	0.2262533489
747	0.2261508268
748	0.2259908794
749	0.2258978106
750	0.2257843833
751	0.2257034606
752	0.2256035766
753	0.2253044589
754	0.2251761679
755	0.2251176668
756	0.224967762
757	0.2247686097
758	0.2246390178
759	0.2245479709
760	0.2243851939
761	0.2243253586
762	0.2242447912
763	0.2241396403
764	0.2240474963
765	0.2239512234
766	0.2237501983
767	0.2236919398
768	0.2235842438
769	0.2234999924
770	0.2233660296
771	0.223250614
772	0.2231464569
773	0.223075694
774	0.2229708629
775	0.2228530675
776	0.2227467822
777	0.222607365
778	0.2224697017
779	0.222329529
780	0.2222710752
781	0.2221831381
782	0.2220779302
783	0.2219718662
784	0.221883499
785	0.2218027847
786	0.2217367271
787	0.2216335504
788	0.2215067334
789	0.2214176615
790	0.2213519962
791	0.2212508007
792	0.2211699248
793	0.2210731721
794	0.2209411099
795	0.2208161271
796	0.2205203969
797	0.220380891
798	0.2202345555
799	0.2201521618
800	0.2200097792
801	0.2199173374
802	0.2198559887
803	0.2197687844
804	0.2196204852
805	0.2195230058
806	0.2194361445
807	0.2193435246
808	0.2191751043
809	0.2190093468
810	0.2189068254
811	0.2188546271
812	0.2187526262
813	0.218662815
814	0.2185768875
815	0.2184863444
816	0.2183827182
817	0.2182867927
818	0.2181774924
819	0.2180647918
820	0.2179099061
821	0.2178194277
822	0.2176499364
823	0.2175196545
824	0.2174587128
825	0.2173719208
826	0.2172611482
827	0.217144166
828	0.217037711
829	0.2169573161
830	0.2168614788
831	0.216736066
832	0.2166489531
833	0.2165630106
834	0.2164353138
835	0.2163320462
836	0.2159893676
837	0.2158767439
838	0.2157541277
839	0.2156916396
840	0.2156228248
841	0.2155025385
842	0.2154385104
843	0.2153254565
844	0.215248409
845	0.2149895518
846	0.214912249
847	0.2148223028
848	0.2147558196
849	0.2146936067
850	0.2146072212
851	0.2145334284
852	0.2144781491
853	0.2144050464
854	0.2142992391
855	0.2142249561
856	0.2141113271
857	0.2139657446
858	0.213885359
859	0.2138217021
860	0.2136974059
861	0.21355925
862	0.2134692477
863	0.2133946442
864	0.2132568825
865	0.2131570744
866	0.2130903556
867	0.2130159985
868	0.2128741961
869	0.2127968968
870	0.2127445299
871	0.2126499245
872	0.2125773754
873	0.2124994904
874	0.2121904483
875	0.2120936979
876	0.2119688999
877	0.2118590001
878	0.2117287302
879	0.2116699602
880	0.2116092158
881	0.2114067065
882	0.2113408813
883	0.2112333649
884	0.2111825213
885	0.2110961177
886	0.2109792622
887	0.2109276636
888	0.2107854984
889	0.2106897568
890	0.210643736
891	0.2105511923
892	0.2104840997
893	0.2104233812
894	0.210365319
895	0.2102446595
896	0.21017024
897	0.2100622008
898	0.2099727741
899	0.2098802624
900	0.2097897588
901	0.2097073212
902	0.2096325339
903	0.2095166914
904	0.2094667531
905	0.2093777616
906	0.2092982483
907	0.2092482646
908	0.2091476929
909	0.2090799138
910	0.2089416589
911	0.2088489973
912	0.2087741775
913	0.2087402173
914	0.2086017357
915	0.2084955379
916	0.2083927879
917	0.208236112
918	0.2081600267
919	0.2080732633
920	0.2079969938
921	0.2079189547
922	0.2077070009
923	0.2076558493
924	0.2075724325
925	0.2074422983
926	0.2074005237
927	0.2072869718
928	0.2072052332
929	0.2071723419
930	0.2070804588
931	0.2069651302
932	0.2068089328
933	0.2067783132
934	0.2067481973
935	0.206702075
936	0.2066268504
937	0.2065203886
938	0.206461226
939	0.2063541814
940	0.2062731972
941	0.2062184299
942	0.2061337663
943	0.2060483174
944	0.2059911
945	0.2058553784
946	0.2057601903
947	0.2057078838
948	0.2056235923
949	0.2054884272
950	0.2054045723
951	0.2052962407
952	0.2052213594
953	0.2050980148
954	0.2050105393
955	0.2049345934
956	0.2048762401
957	0.2047364404
958	0.2046706836
959	0.204603905
960	0.2045535636
961	0.2044525708
962	0.2043869592
963	0.2042401272
964	0.2041398947
965	0.2040809183
966	0.204011087
967	0.2039400263
968	0.2038805529
969	0.2038007472
970	0.2037496182
971	0.2036905113
972	0.2035793925
973	0.2035074192
974	0.2033896574
975	0.2033269277
976	0.2032647792
977	0.2032202446
978	0.2031402773
979	0.2030530755
980	0.2030185251
981	0.2027644753
982	0.2026770133
983	0.2026107712
984	0.2025248779
985	0.2023967114
986	0.2022857787
987	0.2022459867
988	0.2021658369
989	0.2020815106
990	0.2019852459
991	0.2019536457
992	0.2019243656
993	0.2018577001
994	0.2017814778
995	0.2016959463
996	0.201580418
997	0.2015157489
998	0.2014343145
999	0.2013733853
